시설명,소재지도로명주소,소재지지번주소,운영기관명,전화번호,급식장소,급식대상,급식시간,급식요일,운영시작일자,운영종료일자,위도,경도,데이터기준일자,제공기관코드,제공기관명
산격종합사회복지관,대구광역시 북구 연암로 183,대구광역시 북구 산격동 724-12,산격종합사회복지관,053-381-9193,복지관 1층 무료급식소,"노인, 장애인",중식(11:00~11:40),"월,수,금(주3회)",,,35.9010957,128.5958916,2025-08-01,3450000,대구광역시 북구
선린종합사회복지관,대구광역시 북구 관음동로9길 10-25,대구광역시 북구 관음동 477-1,선린종합사회복지관,053-323-2297,선린종합사회복지관 지하 식당,노인,중식(11:00~12:00),화,,,35.937826,128.545502,2025-08-01,3450000,대구광역시 북구
경산시백천사회복지관,"경상북도 경산시 경청로222길9-1(백천동, 백천주공아파트)",경상북도 경산시 백천동 570,사회복지법인대한불교 조계종사회복지재단,053-811-1347,경산시백천사회복지관,저소득노인,12:00~13:00,월+화+수+목+금,1999-01-01,,35.80421513,128.7408122,2025-08-19,5130000,경상북도 경산시
경산시재가노인통합지원센터,경상북도 경산시 원효로26길 5 (재)운경재단경산시재가노인지원센터,경상북도 경산시 계양동 663-12,(재)운경재단,053-811-1391,경산시재가노인통합지원센터,저소득노인,12:00~13:00,월+화+수+목+금,1999-01-01,,35.82191904,128.7508382,2025-08-19,5130000,경상북도 경산시
경산시노인종합복지관,경상북도 경산시 경청로222길79,경상북도 경산시 백천동 146-7,사회복지법인 전석복지재단,053-813-1102,경산시노인종합복지관,저소득노인,12:00~13:00,월+화+수+목+금,1999-01-01,,35.80176736,128.7478064,2025-08-19,5130000,경상북도 경산시
경산시어르신종합복지관,경상북도 경산시 하양읍 문화로 32,경상북도 경산시 하양읍 금락리 120-11,사회복지법인 대구가톨릭사회복지회,053-854-1666,경산시어르신복지센터,저소득노인,12:00~13:00,월+화+수+목+금,2015-04-01,,35.91180368,128.8138834,2025-08-19,5130000,경상북도 경산시
경로식당,전라남도 곡성군 석곡면 석곡8길 7,전라남도 곡성군 석곡면 능파리 431-1,석곡교회,061-362-3101,석곡교회,식사를 거를 우려가 있는 65세 이상 어르신,중식(12:00),월+화+수+목+금,,,,,2024-08-16,4860000,전라남도 곡성군
경로식당,전라남도 곡성군 죽곡면 대황강로 784,전라남도 곡성군 죽곡면 태평리 452,죽곡중앙교회,,죽곡중앙교회,식사를 거를 우려가 있는 65세 이상 어르신,중식(12:00),월+화+수+목+금,,,,,2024-08-16,4860000,전라남도 곡성군
경로식당,전라남도 곡성군 옥과면 옥과2길 3-5,전라남도 곡성군 옥과면 옥과리 155-1,옥과면 노인회,061-362-5262,옥과면 분회경로당,식사를 거를 우려가 있는 65세 이상 어르신,중식(12:00),월+화+수+목+금,,,,,2024-08-16,4860000,전라남도 곡성군
경로식당,전라남도 곡성군 입면 입면로 698,전라남도 곡성군 입면 매월리 584-7,입면 노인회,061-362-8571,옥과면 분회경로당,식사를 거를 우려가 있는 65세 이상 어르신,중식(12:00),월+화+수+목+금,,,,,2024-08-16,4860000,전라남도 곡성군
경로식당,전라남도 곡성군 오산면 오산로 587,전라남도 곡성군 오산면 봉동리 619,오산면 노인회,061-362-3460,오산면 분회경로당,식사를 거를 우려가 있는 65세 이상 어르신,중식(12:00),월+화+수+목+금,,,,,2024-08-16,4860000,전라남도 곡성군
경로식당,전라남도 곡성군 목사동면 평리2길 11-5,전라남도 곡성군 목사동면 평리 138,들말센터,061-363-1150,들말센터,식사를 거를 우려가 있는 65세 이상 어르신,중식(12:00),월+화+수+목+금,,,,,2024-08-16,4860000,전라남도 곡성군
영광군 장애인 무료급식소,"전라남도 영광군 영광읍 옥당로 50, 장애인복지타운",전라남도 영광군 영광읍 녹사리 3,(사)전남지체장애인협회 영광군지회,061-353-9931,식당,등록장애인,중식(12:00-13:00),월+화+수+목+금,2024-01-01,2024-12-31,35.2695201100,126.5090179000,2024-08-14,4970000,전라남도 영광군
세교복지재단 경로식당,경기도 오산시 은여울로 17,경기도 오산시 궐동 55-2,세교복지재단,070-4004-8311,(구)오산침례교회,결식우려가 있는 60세 이상 저소득(기초생활수급자 및 차상위계층) 노인,중식(12:00-13:00),월+화+수+목+금,2009-05-28,2024-12-31,37.15771308,127.0683167,2024-09-26,4000000,경기도 오산시
오산남부종합사회복지관 경로식당,경기도 오산시 오산로132번길 28-5,경기도 오산시 원동 404-10,오산남부종합사회복지관,031-376-6193,오산남부종합사회복지관,결식우려가 있는 60세 이상 저소득(기초생활수급자 및 차상위계층) 노인,중식(12:00-13:00),월+화+수+목+금,2008-02-29,2024-12-31,37.13856495,127.072326,2024-09-26,4000000,경기도 오산시
오산노인종합복지관 경로식당,"경기도 오산시 수청로 192, 3층",경기도 오산시 금암동 512,오산노인종합복지관,031-290-8530,오산노인종합복지관,결식우려가 있는 60세 이상 저소득(기초생활수급자 및 차상위계층) 노인,중식(11:30-12:30),월+화+수+목+금,2016-07-20,2024-12-31,37.17775298,127.0448358,2024-09-26,4000000,경기도 오산시
용마경로복지센터,서울특별시 중랑구 용마산로94길 98,서울특별시 중랑구 면목동 27,신망애 복지재단,02-435-0842,용마경로복지센터,60세 이상 결식 우려 저소득 어르신,중식(11:30-13:00),월+화+수+목+금,2019-07-01,,37.58739985,127.1018199,2025-05-28,3060000,서울특별시 중랑구
나주시동부노인복지관,전라남도 나주시 남평읍 지석로 31,전라남도 나주시 남평읍 남평리 67-4,나주시동부노인복지관,061-339-4872,동부노인복지관,독거노인+결식노인,중식(12:00-13:00),월+화+수+목+금,,,,,2025-05-23,4830000,전라남도 나주시
나주시중부노인복지관,전라남도 나주시 금성길 74(성북동),전라남도 나주시 성북동 66,나주시중부노인복지관,061-333-2938,중부노인복지관,독거노인+결식노인,중식(12:00-13:00),월+화+수+목+금,,,,,2025-05-23,4830000,전라남도 나주시
구세군강북종합사회복지관,서울특별시 강북구 인수봉로 20가길 24,,재대한구세군유지재단법인,02-984-5811,구세군강북종합사회복지관,기초생활수급자+차상위 계층+저소득 독거어르신,중식(11:00-12:00),월+화+수+목+금+토,,,37.625687,127.013394,2025-08-30,3080000,서울특별시 강북구
번동2단지종합사회복지관,서울특별시 강북구 한천로 105길 24,,사회복지법인 원불교 삼동회,02-987-5078,번동2단지종합사회복지관,기초생활수급자+차상위 계층+저소득 독거어르신,중식(11:30-12:00),월+화+수+목+금+토,,,37.62760841,127.0448051,2025-08-30,3080000,서울특별시 강북구
자비의 집,서울특별시 강북구 도봉로29길 90,,자비의집,02-945-4200,자비의 집,기초생활수급자+차상위 계층+저소득 독거어르신,중식(11:30-12:30),월+화+수+목+금+토,,,37.6203381,127.023387,2025-08-30,3080000,서울특별시 강북구
강북장애인종합복지관,서울특별시 강북구 오현로 189,,대한불교 조계종 사회복지재단,02-989-4218,강북장애인종합복지관,기초생활수급자+차상위 계층+저소득 독거어르신,중식(11:40-13:00),월+화+수+목+금+토,,,37.628764,127.039059,2025-08-30,3080000,서울특별시 강북구
시립강북노인종합복지관,서울특별시 강북구 삼양로 92길 40,,대한불교 천태종 복지재단,02-999-9179,시립강북노인종합복지관,기초생활수급자+차상위 계층+저소득 독거어르신,중식(11:00-12:30),월+화+수+목+금+토,,,37.635688,127.018757,2025-08-30,3080000,서울특별시 강북구
삼양동종합복지센터,서울특별시 강북구 삼양로 47길 9,,재대한구세군유지재단법인,02-945-1305,삼양동종합복지센터,기초생활수급자+차상위 계층+저소득 독거어르신,중식(11:30-12:30),월+화+수+목+금+토,,,37.622945,127.0185329,2025-08-30,3080000,서울특별시 강북구
운가자비원,서울특별시 강북구 삼양로 112길 5,,운가자비원,02-903-6940,운가자비원,기초생활수급자+차상위 계층+저소득 독거어르신,중식(11:30-12:10),월+화+수+목+금+토,,,37.642583,127.016831,2025-08-30,3080000,서울특별시 강북구
서울특별시농아인협회강북구지부,서울특별시 강북구 한천로 131길 7,,서울농아인협회,02-990-0872,서울특별시농아인협회강북구지부,기초생활수급자+차상위 계층+저소득 독거어르신,중식(12:00-13:00),월+화+수+목+금+토,,,37.6386492,127.0278887,2025-08-30,3080000,서울특별시 강북구
e한우리 봉사회,서울특별시 강북구 한천로 150길 12,,사회법인 e한우리봉사회,02-991-7909,e한우리 봉사회,기초생활수급자+차상위 계층+저소득 독거어르신,중식(12:00-13:00),월+화+수+목+금+토,,,37.643259,127.023371,2025-08-30,3080000,서울특별시 강북구
창포사랑나눔터,경상북도 포항시 북구 새천년대로1099(창포동),,창포종합사회복지관,054-246-4413,창포사랑나눔터,"기초수급자, 차상위계층, 독거노인",중식(11:30~12:30),월+화+수+목+금,,,36.06691213,129.370731,2025-08-28,5020000,경상북도 포항시
장수식당,경상북도 포항시 북구 장미길31 (학산동),,학산종합사회복지관,054-248-6165,장수식당,"기초수급자, 차상위계층, 독거노인",중식(11:30~12:30),월+화+수+목+금,,,36.05070962,129.3633872,2025-08-28,5020000,경상북도 포항시
경주시종합사회복지관,경상북도 경주시 승삼1길 32,경상북도 경주시 용강동 1283,경주시종합사회복지관,054-771-8107,경주시종합사회복지관,만60세 이상 기초생활보장수급자 및 차상위계층,중식(11:30-12:30),월+화+수+목+금,1994-01-27,,35.87888937,129.2309559,2025-04-02,5050000,경상북도 경주시
불국사성림무료급식소,경상북도 경주시 양정로 144-21,경상북도 경주시 성동동 420-149,불국사,054-742-9937,불국사성림무료급식소,만60세 이상 기초생활보장수급자 및 차상위계층,중식(11:30-12:30),화+수+목+금,1994-12-05,,35.8470706,129.2220825,2025-04-02,5050000,경상북도 경주시
무료급식마당 이웃집,경상북도 경주시 양정로251번길 19,경상북도 경주시 동천동 795-1,무료급식마당 이웃집,054-771-5031,무료급식마당 이웃집,만60세 이상 기초생활보장수급자 및 차상위계층,중식(11:30-12:30),월+화+수+목+금,1993-04-19,,35.85501696,129.2219324,2025-04-02,5050000,경상북도 경주시
구세군동대구상담센터,대구광역시 동구 동부로 71,대구광역시 동구 신천동 24-8,구세군동대구상담센터,,구세군동대구상담센터,저소득노인+노숙인,중식(11:00~12:00),수+금+일,,,,,2025-03-24,3420000,대구광역시 동구
예사의 집,대구광역시 동구 신암남로23길 54,대구광역시 동구 284-10,예사의 집,,예사의 집,저소득노인+노숙인,중식(11:00~12:00),화+토,,,,,2025-03-24,3420000,대구광역시 동구
사랑나무공동체,대구광역시 동구 동촌로 66,대구광역시 동구 검사동 1020-2,사랑나무공동체,,신세계백화점 서편광장,저소득노인+노숙인,중식(일 13:00~14:00)+석식(수금 00:00~20:00 토 16:00~17:00),수+금+토+일,,,,,2025-03-24,3420000,대구광역시 동구
나누리봉사단,대구광역시 동구 율하동로23길 57,대구광역시 동구 율하동 894-3,나누리봉사단,,나누리봉사단,저소득노인+노숙인,중식(12:00~13:00),수+금,,,,,2025-03-24,3420000,대구광역시 동구
유등노인복지관,대전광역시 서구 도솔로 182,대전광역시 서구 도마동 413-3,유등노인복지관,042-528-0890,유등노인복지관,60세 이상 노인 중 기초생활수급자+차상위계층+저소득 독거노인,중식(12:00-13:00),월+화+수+목+금,2022-01-01,,36.32691484,127.3742454,2025-04-09,3660000,대전광역시 서구
서구노인복지관,대전광역시 서구 남선로 66,대전광역시 서구 탄방동 1084,서구노인복지관,042-488-6297,서구노인복지관,60세 이상 노인 중 기초생활수급자+차상위계층+저소득 독거노인,중식(12:00-13:00),월+화+수+목+금,2022-01-01,,36.34623037,127.3979912,2025-04-09,3660000,대전광역시 서구
둔산종합사회복지관,대전광역시 서구 둔산로 241,대전광역시 서구 둔산동 1812,둔산종합사회복지관,042-482-2032,둔산종합사회복지관,60세 이상 노인 중 기초생활수급자+차상위계층+저소득 독거노인,중식(12:00-13:00),월+화+수+목+금,2022-01-01,,36.35196692,127.4011071,2025-04-09,3660000,대전광역시 서구
목포시노인복지관,전라남도 목포시 호남로67번길 5,전라남도 목포시 호남동 9-3,목포시노인복지관,061-278-8516,복지관 내,"국기초, 차상위계층 등",중식(11:30-13:00),월+화+수+목+금,1993-04-01,,34.7947665721,126.3860853891,2025-03-11,4800000,전라남도 목포시
목포이랜드노인복지관,전라남도 목포시 용당로161번길 14,전라남도 목포시 용당동 947-180,목포이랜드노인복지관,061-278-0200,복지관 내,"국기초, 차상위계층 등",중식(11:30-13:00),월+화+수+목+금,2011-07-01,,34.8018289,126.3992096,2025-03-11,4800000,전라남도 목포시
하당노인복지관,전라남도 목포시 입암로20번길 25,전라남도 목포시 상동 942,하당노인복지관,061-285-0582,복지관 내,"국기초, 차상위계층 등",중식(11:30-13:00),월+화+수+목+금,2003-07-01,,34.79969282,126.4189142,2025-03-11,4800000,전라남도 목포시
하나노인복지관,전라남도 목포시 해안로229번길 9-1,전라남도 목포시 영해동1가 11-1,하나노인복지관,061-242-5357,복지관 내,"국기초, 차상위계층 등",중식(11:30-13:00),월+화+수+목+금,2008-02-01,,34.78618211,126.3858986,2025-03-11,4800000,전라남도 목포시
상동종합사회복지관,전라남도 목포시 상동로 63,전라남도 목포시 상동 739,상동종합사회복지관,061-273-1142,복지관 내,"국기초, 차상위계층 등",중식(11:30-13:00),월+화+수+목+금,1991-03-01,,34.81515108,126.4126912,2025-03-11,4800000,전라남도 목포시
